Looking for shortest distance between Arbre and AlphaCentauri...
  Travel complete, distance: 316 shortest: Infinity longest: -Infinity
  Travel complete, distance: 422 shortest: 267 longest: 633
  Travel complete, distance: 446 shortest: 267 longest: 633
  Travel complete, distance: 463 shortest: 267 longest: 633
  Travel complete, distance: 475 shortest: 267 longest: 633
  Travel complete, distance: 515 shortest: 267 longest: 633
  Travel complete, distance: 403 shortest: 267 longest: 633
  Travel complete, distance: 526 shortest: 267 longest: 633
  Travel complete, distance: 415 shortest: 267 longest: 633
  Travel complete, distance: 432 shortest: 267 longest: 633
  Travel complete, distance: 433 shortest: 267 longest: 633
  Travel complete, distance: 396 shortest: 267 longest: 633
  Travel complete, distance: 513 shortest: 267 longest: 633
  Travel complete, distance: 385 shortest: 267 longest: 633
  Travel complete, distance: 361 shortest: 267 longest: 633
  Travel complete, distance: 549 shortest: 267 longest: 633
  Travel complete, distance: 408 shortest: 267 longest: 633
  Travel complete, distance: 338 shortest: 267 longest: 633
  Travel complete, distance: 502 shortest: 267 longest: 633
  Travel complete, distance: 374 shortest: 267 longest: 633
  Travel complete, distance: 409 shortest: 267 longest: 633
  Travel complete, distance: 491 shortest: 267 longest: 633
  Travel complete, distance: 362 shortest: 267 longest: 633
  Travel complete, distance: 380 shortest: 267 longest: 633
  Travel complete, distance: 392 shortest: 267 longest: 633
  Travel complete, distance: 427 shortest: 267 longest: 633
  Travel complete, distance: 451 shortest: 267 longest: 633
  Travel complete, distance: 403 shortest: 267 longest: 633
  Travel complete, distance: 415 shortest: 267 longest: 633
  Travel complete, distance: 567 shortest: 267 longest: 633
  Travel complete, distance: 415 shortest: 267 longest: 633
  Travel complete, distance: 520 shortest: 267 longest: 633
  Travel complete, distance: 427 shortest: 267 longest: 633
  Travel complete, distance: 379 shortest: 267 longest: 633
  Travel complete, distance: 438 shortest: 267 longest: 633
  Travel complete, distance: 457 shortest: 267 longest: 633
  Travel complete, distance: 439 shortest: 267 longest: 633
  Travel complete, distance: 404 shortest: 267 longest: 633
  Travel complete, distance: 287 shortest: 267 longest: 633
  Travel complete, distance: 444 shortest: 267 longest: 633
  Travel complete, distance: 345 shortest: 267 longest: 633
  Travel complete, distance: 410 shortest: 267 longest: 633
  Travel complete, distance: 450 shortest: 267 longest: 633
  Travel complete, distance: 415 shortest: 267 longest: 633
  Travel complete, distance: 357 shortest: 267 longest: 633
  Travel complete, distance: 397 shortest: 267 longest: 633
  Travel complete, distance: 299 shortest: 267 longest: 633
  Travel complete, distance: 368 shortest: 267 longest: 633
  Travel complete, distance: 256 shortest: 267 longest: 633
  Travel complete, distance: 426 shortest: 256 longest: 633
  Travel complete, distance: 315 shortest: 256 longest: 633
  Travel complete, distance: 309 shortest: 256 longest: 633
  Travel complete, distance: 310 shortest: 256 longest: 633
  Travel complete, distance: 473 shortest: 256 longest: 633
  Travel complete, distance: 321 shortest: 256 longest: 633
  Travel complete, distance: 415 shortest: 256 longest: 633
  Travel complete, distance: 322 shortest: 256 longest: 633
  Travel complete, distance: 316 shortest: 256 longest: 633
  Travel complete, distance: 375 shortest: 256 longest: 633
  Travel complete, distance: 435 shortest: 256 longest: 633
  Travel complete, distance: 528 shortest: 256 longest: 633
  Travel complete, distance: 375 shortest: 256 longest: 633
  Travel complete, distance: 515 shortest: 256 longest: 633
  Travel complete, distance: 405 shortest: 256 longest: 633
  Travel complete, distance: 452 shortest: 256 longest: 633
  Travel complete, distance: 484 shortest: 256 longest: 633
  Travel complete, distance: 514 shortest: 256 longest: 633
  Travel complete, distance: 361 shortest: 256 longest: 633
  Travel complete, distance: 311 shortest: 256 longest: 633
  Travel complete, distance: 454 shortest: 256 longest: 633
  Travel complete, distance: 374 shortest: 256 longest: 633
  Travel complete, distance: 477 shortest: 256 longest: 633
  Travel complete, distance: 494 shortest: 256 longest: 633
  Travel complete, distance: 414 shortest: 256 longest: 633
  Travel complete, distance: 304 shortest: 256 longest: 633
  Travel complete, distance: 554 shortest: 256 longest: 633
  Travel complete, distance: 427 shortest: 256 longest: 633
  Travel complete, distance: 538 shortest: 256 longest: 633
  Travel complete, distance: 525 shortest: 256 longest: 633
  Travel complete, distance: 601 shortest: 256 longest: 633
  Travel complete, distance: 398 shortest: 256 longest: 633
  Travel complete, distance: 648 shortest: 256 longest: 633
  Travel complete, distance: 458 shortest: 256 longest: 648
  Travel complete, distance: 342 shortest: 256 longest: 648
  Travel complete, distance: 435 shortest: 256 longest: 648
  Travel complete, distance: 335 shortest: 256 longest: 648
  Travel complete, distance: 475 shortest: 256 longest: 648
  Travel complete, distance: 459 shortest: 256 longest: 648
  Travel complete, distance: 506 shortest: 256 longest: 648
  Travel complete, distance: 444 shortest: 256 longest: 648
  Travel complete, distance: 568 shortest: 256 longest: 648
  Travel complete, distance: 468 shortest: 256 longest: 648
  Travel complete, distance: 510 shortest: 256 longest: 648
  Travel complete, distance: 561 shortest: 256 longest: 648
  Travel complete, distance: 479 shortest: 256 longest: 648
  Travel complete, distance: 384 shortest: 256 longest: 648
  Travel complete, distance: 548 shortest: 256 longest: 648
  Travel complete, distance: 415 shortest: 256 longest: 648
  Travel complete, distance: 450 shortest: 256 longest: 648
  Travel complete, distance: 555 shortest: 256 longest: 648
  Travel complete, distance: 426 shortest: 256 longest: 648
  Travel complete, distance: 445 shortest: 256 longest: 648
  Travel complete, distance: 485 shortest: 256 longest: 648
  Travel complete, distance: 414 shortest: 256 longest: 648
  Travel complete, distance: 356 shortest: 256 longest: 648
  Travel complete, distance: 461 shortest: 256 longest: 648
  Travel complete, distance: 363 shortest: 256 longest: 648
  Travel complete, distance: 387 shortest: 256 longest: 648
  Travel complete, distance: 417 shortest: 256 longest: 648
  Travel complete, distance: 366 shortest: 256 longest: 648
  Travel complete, distance: 316 shortest: 256 longest: 648
  Travel complete, distance: 490 shortest: 256 longest: 648
  Travel complete, distance: 410 shortest: 256 longest: 648
  Travel complete, distance: 440 shortest: 256 longest: 648
  Travel complete, distance: 564 shortest: 256 longest: 648
  Travel complete, distance: 513 shortest: 256 longest: 648
  Travel complete, distance: 555 shortest: 256 longest: 648
  Travel complete, distance: 543 shortest: 256 longest: 648
  Travel complete, distance: 461 shortest: 256 longest: 648
  Travel complete, distance: 317 shortest: 256 longest: 648
  Travel complete, distance: 340 shortest: 256 longest: 648
  Travel complete, distance: 411 shortest: 256 longest: 648
  Travel complete, distance: 432 shortest: 256 longest: 648
  Travel complete, distance: 361 shortest: 256 longest: 648
  Travel complete, distance: 359 shortest: 256 longest: 648
  Travel complete, distance: 504 shortest: 256 longest: 648
  Travel complete, distance: 403 shortest: 256 longest: 648
  Travel complete, distance: 410 shortest: 256 longest: 648
  Travel complete, distance: 401 shortest: 256 longest: 648
  Travel complete, distance: 330 shortest: 256 longest: 648
  Travel complete, distance: 422 shortest: 256 longest: 648
  Travel complete, distance: 375 shortest: 256 longest: 648
  Travel complete, distance: 392 shortest: 256 longest: 648
  Travel complete, distance: 361 shortest: 256 longest: 648
  Travel complete, distance: 251 shortest: 256 longest: 648
  Travel complete, distance: 525 shortest: 251 longest: 648
  Travel complete, distance: 398 shortest: 251 longest: 648
  Travel complete, distance: 322 shortest: 251 longest: 648
  Travel complete, distance: 486 shortest: 251 longest: 648
  Travel complete, distance: 455 shortest: 251 longest: 648
  Travel complete, distance: 490 shortest: 251 longest: 648
  Travel complete, distance: 472 shortest: 251 longest: 648
  Travel complete, distance: 343 shortest: 251 longest: 648
  Travel complete, distance: 259 shortest: 251 longest: 648
  Travel complete, distance: 282 shortest: 251 longest: 648
  Travel complete, distance: 406 shortest: 251 longest: 648
  Travel complete, distance: 427 shortest: 251 longest: 648
  Travel complete, distance: 296 shortest: 251 longest: 648
  Travel complete, distance: 294 shortest: 251 longest: 648
  Travel complete, distance: 546 shortest: 251 longest: 648
  Travel complete, distance: 405 shortest: 251 longest: 648
  Travel complete, distance: 399 shortest: 251 longest: 648
  Travel complete, distance: 403 shortest: 251 longest: 648
  Travel complete, distance: 272 shortest: 251 longest: 648
  Travel complete, distance: 417 shortest: 251 longest: 648
  Travel complete, distance: 541 shortest: 251 longest: 648
  Travel complete, distance: 528 shortest: 251 longest: 648
  Travel complete, distance: 590 shortest: 251 longest: 648
  Travel complete, distance: 387 shortest: 251 longest: 648
  Travel complete, distance: 630 shortest: 251 longest: 648
  Travel complete, distance: 440 shortest: 251 longest: 648
  Travel complete, distance: 394 shortest: 251 longest: 648
  Travel complete, distance: 434 shortest: 251 longest: 648
  Travel complete, distance: 496 shortest: 251 longest: 648
  Travel complete, distance: 438 shortest: 251 longest: 648
  Travel complete, distance: 483 shortest: 251 longest: 648
  Travel complete, distance: 385 shortest: 251 longest: 648
  Travel complete, distance: 457 shortest: 251 longest: 648
  Travel complete, distance: 356 shortest: 251 longest: 648
  Travel complete, distance: 510 shortest: 251 longest: 648
  Travel complete, distance: 501 shortest: 251 longest: 648
  Travel complete, distance: 307 shortest: 251 longest: 648
  Travel complete, distance: 399 shortest: 251 longest: 648
  Travel complete, distance: 557 shortest: 251 longest: 648
  Travel complete, distance: 416 shortest: 251 longest: 648
  Travel complete, distance: 504 shortest: 251 longest: 648
  Travel complete, distance: 508 shortest: 251 longest: 648
  Travel complete, distance: 314 shortest: 251 longest: 648
  Travel complete, distance: 459 shortest: 251 longest: 648
  Travel complete, distance: 310 shortest: 251 longest: 648
  Travel complete, distance: 445 shortest: 251 longest: 648
  Travel complete, distance: 332 shortest: 251 longest: 648
  Travel complete, distance: 373 shortest: 251 longest: 648
  Travel complete, distance: 362 shortest: 251 longest: 648
  Travel complete, distance: 268 shortest: 251 longest: 648
  Travel complete, distance: 412 shortest: 251 longest: 648
  Travel complete, distance: 442 shortest: 251 longest: 648
  Travel complete, distance: 329 shortest: 251 longest: 648
  Travel complete, distance: 279 shortest: 251 longest: 648
  Travel complete, distance: 464 shortest: 251 longest: 648
  Travel complete, distance: 384 shortest: 251 longest: 648
  Travel complete, distance: 394 shortest: 251 longest: 648
  Travel complete, distance: 352 shortest: 251 longest: 648
  Travel complete, distance: 289 shortest: 251 longest: 648
  Travel complete, distance: 261 shortest: 251 longest: 648
  Travel complete, distance: 330 shortest: 251 longest: 648
  Travel complete, distance: 344 shortest: 251 longest: 648
  Travel complete, distance: 413 shortest: 251 longest: 648
  Travel complete, distance: 341 shortest: 251 longest: 648
  Travel complete, distance: 518 shortest: 251 longest: 648
  Travel complete, distance: 355 shortest: 251 longest: 648
  Travel complete, distance: 424 shortest: 251 longest: 648
  Travel complete, distance: 333 shortest: 251 longest: 648
  Travel complete, distance: 403 shortest: 251 longest: 648
  Travel complete, distance: 538 shortest: 251 longest: 648
  Travel complete, distance: 385 shortest: 251 longest: 648
  Travel complete, distance: 426 shortest: 251 longest: 648
  Travel complete, distance: 509 shortest: 251 longest: 648
  Travel complete, distance: 415 shortest: 251 longest: 648
  Travel complete, distance: 465 shortest: 251 longest: 648
  Travel complete, distance: 589 shortest: 251 longest: 648
  Travel complete, distance: 436 shortest: 251 longest: 648
  Travel complete, distance: 478 shortest: 251 longest: 648
  Travel complete, distance: 571 shortest: 251 longest: 648
  Travel complete, distance: 489 shortest: 251 longest: 648
  Travel complete, distance: 487 shortest: 251 longest: 648
  Travel complete, distance: 499 shortest: 251 longest: 648
  Travel complete, distance: 476 shortest: 251 longest: 648
  Travel complete, distance: 500 shortest: 251 longest: 648
  Travel complete, distance: 517 shortest: 251 longest: 648
  Travel complete, distance: 529 shortest: 251 longest: 648
  Travel complete, distance: 506 shortest: 251 longest: 648
  Travel complete, distance: 394 shortest: 251 longest: 648
  Travel complete, distance: 517 shortest: 251 longest: 648
  Travel complete, distance: 406 shortest: 251 longest: 648
  Travel complete, distance: 423 shortest: 251 longest: 648
  Travel complete, distance: 424 shortest: 251 longest: 648
  Travel complete, distance: 408 shortest: 251 longest: 648
  Travel complete, distance: 438 shortest: 251 longest: 648
  Travel complete, distance: 387 shortest: 251 longest: 648
  Travel complete, distance: 337 shortest: 251 longest: 648
  Travel complete, distance: 511 shortest: 251 longest: 648
  Travel complete, distance: 431 shortest: 251 longest: 648
  Travel complete, distance: 368 shortest: 251 longest: 648
  Travel complete, distance: 492 shortest: 251 longest: 648
  Travel complete, distance: 441 shortest: 251 longest: 648
  Travel complete, distance: 483 shortest: 251 longest: 648
  Travel complete, distance: 471 shortest: 251 longest: 648
  Travel complete, distance: 389 shortest: 251 longest: 648
  Travel complete, distance: 285 shortest: 251 longest: 648
  Travel complete, distance: 308 shortest: 251 longest: 648
  Travel complete, distance: 379 shortest: 251 longest: 648
  Travel complete, distance: 400 shortest: 251 longest: 648
  Travel complete, distance: 329 shortest: 251 longest: 648
  Travel complete, distance: 327 shortest: 251 longest: 648
  Travel complete, distance: 514 shortest: 251 longest: 648
  Travel complete, distance: 413 shortest: 251 longest: 648
  Travel complete, distance: 420 shortest: 251 longest: 648
  Travel complete, distance: 411 shortest: 251 longest: 648
  Travel complete, distance: 340 shortest: 251 longest: 648
  Travel complete, distance: 432 shortest: 251 longest: 648
  Travel complete, distance: 345 shortest: 251 longest: 648
  Travel complete, distance: 303 shortest: 251 longest: 648
  Travel complete, distance: 342 shortest: 251 longest: 648
  Travel complete, distance: 314 shortest: 251 longest: 648
  Travel complete, distance: 354 shortest: 251 longest: 648
  Travel complete, distance: 368 shortest: 251 longest: 648
  Travel complete, distance: 385 shortest: 251 longest: 648
  Travel complete, distance: 397 shortest: 251 longest: 648
  Travel complete, distance: 436 shortest: 251 longest: 648
  Travel complete, distance: 460 shortest: 251 longest: 648
  Travel complete, distance: 394 shortest: 251 longest: 648
  Travel complete, distance: 406 shortest: 251 longest: 648
  Travel complete, distance: 280 shortest: 251 longest: 648
  Travel complete, distance: 303 shortest: 251 longest: 648
  Travel complete, distance: 334 shortest: 251 longest: 648
  Travel complete, distance: 355 shortest: 251 longest: 648
  Travel complete, distance: 306 shortest: 251 longest: 648
  Travel complete, distance: 304 shortest: 251 longest: 648
  Travel complete, distance: 375 shortest: 251 longest: 648
  Travel complete, distance: 386 shortest: 251 longest: 648
  Travel complete, distance: 321 shortest: 251 longest: 648
  Travel complete, distance: 384 shortest: 251 longest: 648
  Travel complete, distance: 335 shortest: 251 longest: 648
  Travel complete, distance: 387 shortest: 251 longest: 648
  Travel complete, distance: 427 shortest: 251 longest: 648
  Travel complete, distance: 355 shortest: 251 longest: 648
  Travel complete, distance: 529 shortest: 251 longest: 648
  Travel complete, distance: 366 shortest: 251 longest: 648
  Travel complete, distance: 417 shortest: 251 longest: 648
  Travel complete, distance: 326 shortest: 251 longest: 648
  Travel complete, distance: 373 shortest: 251 longest: 648
  Travel complete, distance: 261 shortest: 251 longest: 648
  Travel complete, distance: 435 shortest: 251 longest: 648
  Travel complete, distance: 324 shortest: 251 longest: 648
  Travel complete, distance: 363 shortest: 251 longest: 648
  Travel complete, distance: 364 shortest: 251 longest: 648
  Travel complete, distance: 478 shortest: 251 longest: 648
  Travel complete, distance: 377 shortest: 251 longest: 648
  Travel complete, distance: 438 shortest: 251 longest: 648
  Travel complete, distance: 429 shortest: 251 longest: 648
  Travel complete, distance: 275 shortest: 251 longest: 648
  Travel complete, distance: 367 shortest: 251 longest: 648
  Travel complete, distance: 344 shortest: 251 longest: 648
  Travel complete, distance: 355 shortest: 251 longest: 648
  Travel complete, distance: 384 shortest: 251 longest: 648
  Travel complete, distance: 447 shortest: 251 longest: 648
  Travel complete, distance: 293 shortest: 251 longest: 648
  Travel complete, distance: 345 shortest: 251 longest: 648
  Travel complete, distance: 406 shortest: 251 longest: 648
  Travel complete, distance: 523 shortest: 251 longest: 648
  Travel complete, distance: 488 shortest: 251 longest: 648
  Travel complete, distance: 464 shortest: 251 longest: 648
  Travel complete, distance: 505 shortest: 251 longest: 648
  Travel complete, distance: 364 shortest: 251 longest: 648
  Travel complete, distance: 503 shortest: 251 longest: 648
  Travel complete, distance: 520 shortest: 251 longest: 648
  Travel complete, distance: 485 shortest: 251 longest: 648
  Travel complete, distance: 375 shortest: 251 longest: 648
  Travel complete, distance: 602 shortest: 251 longest: 648
  Travel complete, distance: 475 shortest: 251 longest: 648
  Travel complete, distance: 492 shortest: 251 longest: 648
  Travel complete, distance: 450 shortest: 251 longest: 648
  Travel complete, distance: 392 shortest: 251 longest: 648
  Travel complete, distance: 364 shortest: 251 longest: 648
  Travel complete, distance: 368 shortest: 251 longest: 648
  Travel complete, distance: 382 shortest: 251 longest: 648
  Travel complete, distance: 556 shortest: 251 longest: 648
  Travel complete, distance: 497 shortest: 251 longest: 648
  Travel complete, distance: 656 shortest: 251 longest: 648
  Travel complete, distance: 511 shortest: 251 longest: 656
  Travel complete, distance: 515 shortest: 251 longest: 656
  Travel complete, distance: 429 shortest: 251 longest: 656
  Travel complete, distance: 446 shortest: 251 longest: 656
  Travel complete, distance: 563 shortest: 251 longest: 656
  Travel complete, distance: 435 shortest: 251 longest: 656
  Travel complete, distance: 411 shortest: 251 longest: 656
  Travel complete, distance: 599 shortest: 251 longest: 656
  Travel complete, distance: 458 shortest: 251 longest: 656
  Travel complete, distance: 450 shortest: 251 longest: 656
  Travel complete, distance: 614 shortest: 251 longest: 656
  Travel complete, distance: 486 shortest: 251 longest: 656
  Travel complete, distance: 521 shortest: 251 longest: 656
  Travel complete, distance: 603 shortest: 251 longest: 656
  Travel complete, distance: 474 shortest: 251 longest: 656
  Travel complete, distance: 532 shortest: 251 longest: 656
  Travel complete, distance: 544 shortest: 251 longest: 656
  Travel complete, distance: 579 shortest: 251 longest: 656
  Travel complete, distance: 603 shortest: 251 longest: 656
  Travel complete, distance: 555 shortest: 251 longest: 656
  Travel complete, distance: 567 shortest: 251 longest: 656
  Travel complete, distance: 596 shortest: 251 longest: 656
  Travel complete, distance: 444 shortest: 251 longest: 656
  Travel complete, distance: 549 shortest: 251 longest: 656
  Travel complete, distance: 456 shortest: 251 longest: 656
  Travel complete, distance: 408 shortest: 251 longest: 656
  Travel complete, distance: 467 shortest: 251 longest: 656
  Travel complete, distance: 441 shortest: 251 longest: 656
  Travel complete, distance: 458 shortest: 251 longest: 656
  Travel complete, distance: 427 shortest: 251 longest: 656
  Travel complete, distance: 317 shortest: 251 longest: 656
  Travel complete, distance: 591 shortest: 251 longest: 656
  Travel complete, distance: 464 shortest: 251 longest: 656
  Travel complete, distance: 348 shortest: 251 longest: 656
  Travel complete, distance: 512 shortest: 251 longest: 656
  Travel complete, distance: 481 shortest: 251 longest: 656
  Travel complete, distance: 516 shortest: 251 longest: 656
  Travel complete, distance: 498 shortest: 251 longest: 656
  Travel complete, distance: 369 shortest: 251 longest: 656
  Travel complete, distance: 330 shortest: 251 longest: 656
  Travel complete, distance: 353 shortest: 251 longest: 656
  Travel complete, distance: 477 shortest: 251 longest: 656
  Travel complete, distance: 498 shortest: 251 longest: 656
  Travel complete, distance: 367 shortest: 251 longest: 656
  Travel complete, distance: 365 shortest: 251 longest: 656
  Travel complete, distance: 594 shortest: 251 longest: 656
  Travel complete, distance: 453 shortest: 251 longest: 656
  Travel complete, distance: 447 shortest: 251 longest: 656
  Travel complete, distance: 451 shortest: 251 longest: 656
  Travel complete, distance: 320 shortest: 251 longest: 656
  Travel complete, distance: 465 shortest: 251 longest: 656
  Travel complete, distance: 390 shortest: 251 longest: 656
  Travel complete, distance: 348 shortest: 251 longest: 656
  Travel complete, distance: 387 shortest: 251 longest: 656
  Travel complete, distance: 359 shortest: 251 longest: 656
  Travel complete, distance: 399 shortest: 251 longest: 656
  Travel complete, distance: 413 shortest: 251 longest: 656
  Travel complete, distance: 483 shortest: 251 longest: 656
  Travel complete, distance: 495 shortest: 251 longest: 656
  Travel complete, distance: 534 shortest: 251 longest: 656
  Travel complete, distance: 558 shortest: 251 longest: 656
  Travel complete, distance: 492 shortest: 251 longest: 656
  Travel complete, distance: 504 shortest: 251 longest: 656
  Travel complete, distance: 383 shortest: 251 longest: 656
  Travel complete, distance: 406 shortest: 251 longest: 656
  Travel complete, distance: 437 shortest: 251 longest: 656
  Travel complete, distance: 458 shortest: 251 longest: 656
  Travel complete, distance: 409 shortest: 251 longest: 656
  Travel complete, distance: 407 shortest: 251 longest: 656
  Travel complete, distance: 413 shortest: 251 longest: 656
  Travel complete, distance: 424 shortest: 251 longest: 656
  Travel complete, distance: 359 shortest: 251 longest: 656
  Travel complete, distance: 422 shortest: 251 longest: 656
  Travel complete, distance: 373 shortest: 251 longest: 656
  Travel complete, distance: 425 shortest: 251 longest: 656
  Travel complete, distance: 577 shortest: 251 longest: 656
  Travel complete, distance: 518 shortest: 251 longest: 656
  Travel complete, distance: 674 shortest: 251 longest: 656
  Travel complete, distance: 529 shortest: 251 longest: 674
  Travel complete, distance: 522 shortest: 251 longest: 674
  Travel complete, distance: 436 shortest: 251 longest: 674
  Travel complete, distance: 523 shortest: 251 longest: 674
  Travel complete, distance: 371 shortest: 251 longest: 674
  Travel complete, distance: 527 shortest: 251 longest: 674
  Travel complete, distance: 434 shortest: 251 longest: 674
  Travel complete, distance: 468 shortest: 251 longest: 674
  Travel complete, distance: 527 shortest: 251 longest: 674
  Travel complete, distance: 623 shortest: 251 longest: 674
  Travel complete, distance: 482 shortest: 251 longest: 674
  Travel complete, distance: 530 shortest: 251 longest: 674
  Travel complete, distance: 534 shortest: 251 longest: 674
  Travel complete, distance: 385 shortest: 251 longest: 674
  Travel complete, distance: 530 shortest: 251 longest: 674
  Travel complete, distance: 389 shortest: 251 longest: 674
  Travel complete, distance: 400 shortest: 251 longest: 674
  Travel complete, distance: 482 shortest: 251 longest: 674
  Travel complete, distance: 545 shortest: 251 longest: 674
  Travel complete, distance: 396 shortest: 251 longest: 674
  Travel complete, distance: 448 shortest: 251 longest: 674
  Travel complete, distance: 416 shortest: 251 longest: 674
  Travel complete, distance: 398 shortest: 251 longest: 674
  Travel complete, distance: 456 shortest: 251 longest: 674
  Travel complete, distance: 339 shortest: 251 longest: 674
  Travel complete, distance: 443 shortest: 251 longest: 674
  Travel complete, distance: 344 shortest: 251 longest: 674
  Travel complete, distance: 513 shortest: 251 longest: 674
  Travel complete, distance: 500 shortest: 251 longest: 674
  Travel complete, distance: 558 shortest: 251 longest: 674
  Travel complete, distance: 355 shortest: 251 longest: 674
  Travel complete, distance: 540 shortest: 251 longest: 674
  Travel complete, distance: 350 shortest: 251 longest: 674
  Travel complete, distance: 460 shortest: 251 longest: 674
  Travel complete, distance: 388 shortest: 251 longest: 674
  Travel complete, distance: 465 shortest: 251 longest: 674
  Travel complete, distance: 302 shortest: 251 longest: 674
  Travel complete, distance: 348 shortest: 251 longest: 674
  Travel complete, distance: 257 shortest: 251 longest: 674
  Travel complete, distance: 505 shortest: 251 longest: 674
  Travel complete, distance: 446 shortest: 251 longest: 674
  Travel complete, distance: 500 shortest: 251 longest: 674
  Travel complete, distance: 355 shortest: 251 longest: 674
  Travel complete, distance: 401 shortest: 251 longest: 674
  Travel complete, distance: 315 shortest: 251 longest: 674
  Travel complete, distance: 362 shortest: 251 longest: 674
  Travel complete, distance: 344 shortest: 251 longest: 674
  Travel complete, distance: 309 shortest: 251 longest: 674
  Travel complete, distance: 192 shortest: 251 longest: 674
  Travel complete, distance: 349 shortest: 192 longest: 674
  Travel complete, distance: 250 shortest: 192 longest: 674
  Travel complete, distance: 366 shortest: 192 longest: 674
  Travel complete, distance: 406 shortest: 192 longest: 674
  Travel complete, distance: 371 shortest: 192 longest: 674
  Travel complete, distance: 313 shortest: 192 longest: 674
  Travel complete, distance: 353 shortest: 192 longest: 674
  Travel complete, distance: 255 shortest: 192 longest: 674
  Travel complete, distance: 406 shortest: 192 longest: 674
  Travel complete, distance: 294 shortest: 192 longest: 674
  Travel complete, distance: 464 shortest: 192 longest: 674
  Travel complete, distance: 353 shortest: 192 longest: 674
  Travel complete, distance: 347 shortest: 192 longest: 674
  Travel complete, distance: 348 shortest: 192 longest: 674
  Travel complete, distance: 451 shortest: 192 longest: 674
  Travel complete, distance: 299 shortest: 192 longest: 674
  Travel complete, distance: 393 shortest: 192 longest: 674
  Travel complete, distance: 300 shortest: 192 longest: 674
  Travel complete, distance: 294 shortest: 192 longest: 674
  Travel complete, distance: 353 shortest: 192 longest: 674
  Travel complete, distance: 462 shortest: 192 longest: 674
  Travel complete, distance: 449 shortest: 192 longest: 674
  Travel complete, distance: 511 shortest: 192 longest: 674
  Travel complete, distance: 308 shortest: 192 longest: 674
  Travel complete, distance: 551 shortest: 192 longest: 674
  Travel complete, distance: 361 shortest: 192 longest: 674
  Travel complete, distance: 369 shortest: 192 longest: 674
  Travel complete, distance: 409 shortest: 192 longest: 674
  Travel complete, distance: 471 shortest: 192 longest: 674
  Travel complete, distance: 413 shortest: 192 longest: 674
  Travel complete, distance: 458 shortest: 192 longest: 674
  Travel complete, distance: 360 shortest: 192 longest: 674
  Travel complete, distance: 414 shortest: 192 longest: 674
  Travel complete, distance: 313 shortest: 192 longest: 674
  Travel complete, distance: 467 shortest: 192 longest: 674
  Travel complete, distance: 458 shortest: 192 longest: 674
  Travel complete, distance: 264 shortest: 192 longest: 674
  Travel complete, distance: 356 shortest: 192 longest: 674
  Travel complete, distance: 449 shortest: 192 longest: 674
  Travel complete, distance: 308 shortest: 192 longest: 674
  Travel complete, distance: 396 shortest: 192 longest: 674
  Travel complete, distance: 400 shortest: 192 longest: 674
  Travel complete, distance: 206 shortest: 192 longest: 674
  Travel complete, distance: 351 shortest: 192 longest: 674
  Travel complete, distance: 327 shortest: 192 longest: 674
  Travel complete, distance: 255 shortest: 192 longest: 674
  Travel complete, distance: 429 shortest: 192 longest: 674
  Travel complete, distance: 266 shortest: 192 longest: 674
  Travel complete, distance: 317 shortest: 192 longest: 674
  Travel complete, distance: 226 shortest: 192 longest: 674
  Travel complete, distance: 420 shortest: 192 longest: 674
  Travel complete, distance: 308 shortest: 192 longest: 674
  Travel complete, distance: 482 shortest: 192 longest: 674
  Travel complete, distance: 371 shortest: 192 longest: 674
  Travel complete, distance: 410 shortest: 192 longest: 674
  Travel complete, distance: 411 shortest: 192 longest: 674
  Travel complete, distance: 425 shortest: 192 longest: 674
  Travel complete, distance: 324 shortest: 192 longest: 674
  Travel complete, distance: 385 shortest: 192 longest: 674
  Travel complete, distance: 376 shortest: 192 longest: 674
  Travel complete, distance: 222 shortest: 192 longest: 674
  Travel complete, distance: 314 shortest: 192 longest: 674
  Travel complete, distance: 268 shortest: 192 longest: 674
  Travel complete, distance: 279 shortest: 192 longest: 674
  Travel complete, distance: 308 shortest: 192 longest: 674
  Travel complete, distance: 371 shortest: 192 longest: 674
  Travel complete, distance: 217 shortest: 192 longest: 674
  Travel complete, distance: 269 shortest: 192 longest: 674
  Travel complete, distance: 432 shortest: 192 longest: 674
  Travel complete, distance: 373 shortest: 192 longest: 674
  Travel complete, distance: 529 shortest: 192 longest: 674
  Travel complete, distance: 384 shortest: 192 longest: 674
  Travel complete, distance: 377 shortest: 192 longest: 674
  Travel complete, distance: 291 shortest: 192 longest: 674
  Travel complete, distance: 472 shortest: 192 longest: 674
  Travel complete, distance: 320 shortest: 192 longest: 674
  Travel complete, distance: 476 shortest: 192 longest: 674
  Travel complete, distance: 383 shortest: 192 longest: 674
  Travel complete, distance: 417 shortest: 192 longest: 674
  Travel complete, distance: 476 shortest: 192 longest: 674
  Travel complete, distance: 467 shortest: 192 longest: 674
  Travel complete, distance: 326 shortest: 192 longest: 674
  Travel complete, distance: 374 shortest: 192 longest: 674
  Travel complete, distance: 378 shortest: 192 longest: 674
  Travel complete, distance: 229 shortest: 192 longest: 674
  Travel complete, distance: 374 shortest: 192 longest: 674
  Travel complete, distance: 275 shortest: 192 longest: 674
  Travel complete, distance: 286 shortest: 192 longest: 674
  Travel complete, distance: 368 shortest: 192 longest: 674
  Travel complete, distance: 431 shortest: 192 longest: 674
